X_train,y_train
"[71, 170, 73, 139, 3, 5, 1587, 20, 2, 1]","[7, 2, 9813, 3, 2, 746, 3, 497, 2, 987]"
"[295, 200, 58, 1514, 6641, 7, 2419, 117, 2, 1]","[846, 1901, 6609, 979, 1483, 12, 2739, 17, 2596, 4242]"
"[876, 3, 5, 282, 1, 627, 3, 1808, 2, 2061]","[1557, 1897, 3420, 2791, 8, 50, 14, 5, 1, 3226]"
"[713, 24, 5, 790, 4, 9037, 8, 96, 22, 5263]","[18, 4627, 6, 26, 4191, 52, 3, 99, 47, 1879]"
"[9, 279, 986, 66, 1110, 78, 6516, 75, 48, 814]","[1322, 1, 1, 33, 239, 6, 1, 2118, 67, 251]"
"[6692, 80, 3, 5630, 4620, 21, 270, 60, 71, 357]","[2156, 9, 62, 3, 137, 64, 18, 272, 1, 544]"
"[801, 6, 6107, 3, 121, 609, 8, 32, 33, 2488]","[17, 68, 509, 4, 4289, 256, 4, 80, 345, 4474]"
"[2358, 86, 6071, 6535, 3, 6, 21, 2, 624, 803]","[691, 3, 6613, 14, 1, 4467, 9, 427, 2652, 1673]"
"[3, 22, 518, 226, 161, 20, 2, 1476, 2127, 576]","[1, 1, 4301, 362, 39, 854, 246, 5071, 109, 2398]"
"[80, 18, 32, 359, 52, 131, 2, 4786, 13, 15]","[1909, 5, 437, 3, 1867, 2413, 81, 6, 38, 2632]"
"[43, 182, 75, 328, 5, 499, 161, 4, 437, 2383]","[15, 6088, 8822, 6766, 11, 17, 1, 1, 238, 532]"
"[296, 4, 53, 34, 33, 108, 1, 3, 28, 349]","[2434, 7, 3609, 4, 1, 107, 2, 401, 12, 441]"
"[9, 151, 2303, 33, 5986, 20, 1, 2349, 3, 2178]","[4914, 3, 1347, 50, 6, 352, 39, 5792, 11, 3093]"
"[20, 132, 47, 3427, 111, 4661, 1863, 20, 1, 203]","[2566, 12, 3, 1908, 260, 6, 4496, 5203, 4, 4803]"
"[1066, 565, 6292, 6, 1, 1, 1137, 3, 28, 207]","[1, 10, 480, 7, 830, 38, 9301, 217, 3, 75]"
"[4, 5, 7706, 2169, 1887, 1846, 6, 3373, 457, 762]","[222, 1152, 6, 120, 3, 9303, 5, 3544, 4522, 330]"
"[11, 83, 3506, 4291, 3, 182, 1, 86, 1, 447]","[961, 2568, 118, 573, 1073, 20, 231, 1332, 1, 3992]"
"[1, 7, 774, 8271, 1, 1160, 11, 508, 451, 1533]","[13, 658, 8190, 50, 3, 3623, 8, 421, 62, 1789]"
"[1, 43, 22, 787, 9, 1506, 3, 914, 21, 379]","[2584, 7, 2, 372, 1349, 3846, 88, 2890, 24, 235]"
"[2, 114, 788, 32, 6505, 3, 5549, 9, 457, 9593]","[101, 78, 140, 73, 31, 111, 35, 424, 282, 4411]"
"[6, 1833, 1, 1094, 1, 1, 30, 5430, 17, 1]","[2391, 361, 2, 1202, 4, 5, 6142, 363, 9, 5795]"
"[106, 1387, 1305, 148, 8099, 3233, 1, 6, 8571, 1]","[1148, 83, 9851, 2149, 9, 241, 141, 12, 70, 2102]"
"[1985, 38, 27, 1303, 3, 1867, 904, 9, 672, 1669]","[766, 53, 2106, 641, 13, 77, 99, 19, 875, 11]"
"[5339, 7, 1, 148, 1924, 52, 9, 1, 226, 161]","[2837, 3010, 109, 1, 7, 6720, 992, 38, 39, 1]"
"[32, 1333, 27, 1, 3146, 3, 2, 2258, 5189, 656]","[294, 580, 58, 168, 50, 14, 1136, 3, 1564, 555]"
"[1, 9, 188, 81, 87, 788, 9607, 9608, 125, 132]","[1, 1473, 12, 86, 333, 4, 9, 29, 8825, 594]"
"[6, 1372, 1818, 5640, 2, 6543, 1890, 1161, 7, 213]","[535, 461, 36, 19, 5619, 1, 14, 5, 1, 6844]"
"[99, 6, 2456, 1441, 6, 280, 1, 12, 30, 3361]","[1, 23, 37, 778, 3507, 279, 676, 2140, 1, 1]"
"[135, 77, 1, 2082, 535, 1734, 1737, 17, 1, 1]","[90, 4, 2, 1642, 4, 4246, 4380, 20, 2, 781]"
"[872, 1319, 3, 873, 28, 348, 1263, 626, 11, 511]","[2222, 6, 1, 2222, 1244, 2124, 5, 423, 24, 1012]"
"[8, 79, 2575, 1693, 406, 3, 22, 218, 7, 191]","[1158, 2, 6294, 2579, 464, 9308, 6, 1453, 43, 369]"
"[3210, 1504, 7, 31, 741, 12, 240, 203, 7, 6888]","[1459, 44, 4, 46, 41, 22, 380, 178, 28, 84]"
"[7, 96, 17, 1, 5347, 175, 7, 2641, 1133, 240]","[3159, 12, 393, 3, 1737, 31, 140, 3, 151, 175]"
"[1, 88, 173, 32, 558, 9, 47, 61, 214, 501]","[579, 644, 11, 1, 5, 1058, 208, 5025, 402, 510]"
"[1, 374, 723, 2963, 3772, 4937, 5, 325, 243, 110]","[18, 3, 1, 1, 3, 567, 6, 887, 2, 667]"
"[32, 162, 3, 514, 274, 39, 1976, 32, 361, 55]","[1435, 12, 86, 3418, 9, 1, 953, 4, 3110, 1]"
"[1, 1557, 630, 2856, 1, 1, 1557, 12, 50, 82]","[84, 4928, 1, 6, 2735, 4948, 26, 31, 2781, 4829]"
"[6, 274, 2, 395, 4034, 1814, 11, 583, 638, 425]","[2, 867, 6, 2013, 1, 314, 1, 6, 7028, 6459]"
"[21, 805, 1, 74, 1, 839, 45, 3002, 71, 84]","[5144, 1, 1, 15, 83, 35, 24, 1, 24, 1134]"
"[100, 1011, 4, 2, 1, 423, 85, 5, 2080, 445]","[7, 6847, 6, 4285, 24, 37, 637, 20, 2, 139]"
"[60, 1406, 141, 36, 648, 9, 5, 282, 1, 1052]","[21, 2, 1, 8210, 2, 5362, 3947, 6, 499, 1]"
"[29, 4932, 7, 739, 13, 43, 549, 3, 178, 951]","[55, 13, 1217, 1295, 21, 727, 2883, 6, 1746, 483]"
"[1506, 57, 532, 20, 3, 3889, 2, 9276, 133, 1]","[1480, 41, 22, 304, 3, 3769, 377, 8611, 256, 375]"
"[478, 3, 3489, 244, 88, 2724, 96, 23, 37, 1375]","[6683, 64, 468, 32, 96, 23, 8831, 2, 1, 1165]"
"[4517, 1, 27, 1079, 1975, 1162, 48, 8791, 4517, 1073]","[601, 332, 28, 251, 4573, 1, 3815, 981, 229, 1614]"
"[1074, 4, 1, 576, 2734, 1, 6, 3276, 868, 1124]","[5, 617, 1, 2431, 11, 326, 9, 4577, 3, 2611]"
"[213, 12, 129, 3, 22, 5, 172, 84, 9, 75]","[1, 1, 21, 258, 1, 425, 6069, 185, 74, 2051]"
"[12, 621, 7, 2, 8793, 146, 4, 1, 240, 203]","[8300, 263, 1617, 827, 88, 4141, 3, 3770, 112, 495]"
"[2, 3315, 1000, 6, 6233, 2, 5603, 1330, 13, 164]","[166, 2, 4590, 1, 4, 4535, 7, 2, 296, 821]"
"[3488, 6, 8, 13, 12, 2, 321, 4, 60, 1800]","[315, 12, 1, 2, 2381, 1016, 18, 1, 6, 2472]"
"[19, 595, 17, 635, 146, 3, 1, 19, 1, 7694]","[1, 12, 82, 5, 1924, 1102, 14, 957, 585, 142]"
"[10, 4286, 17, 19, 1314, 528, 3219, 111, 2, 8527]","[443, 5992, 4036, 217, 112, 938, 7, 2, 74, 342]"
"[322, 1, 2401, 1, 6, 3085, 6227, 2, 821, 15]","[80, 13, 10, 1359, 144, 3, 2, 215, 983, 506]"
"[13, 6, 19, 1, 1, 2598, 11, 19, 1, 5950]","[2, 3483, 133, 19, 1366, 370, 6, 39, 1, 6534]"
"[11, 253, 256, 43, 3431, 7, 2, 585, 1057, 631]","[133, 1730, 1600, 2, 765, 6, 2, 1272, 266, 9597]"
"[158, 3137, 58, 36, 745, 3, 22, 381, 1, 15]","[29, 461, 1326, 52, 31, 805, 12, 1953, 9, 216]"
"[83, 233, 97, 2, 520, 36, 2984, 187, 5, 7247]","[3326, 1, 6, 1921, 20, 1506, 265, 9320, 9320, 9320]"
"[816, 163, 2360, 203, 3, 6169, 142, 3019, 434, 1480]","[903, 1908, 848, 145, 6191, 48, 88, 163, 6, 5535]"
"[3, 281, 5, 5600, 15, 2, 4864, 51, 22, 1]","[3344, 57, 378, 735, 24, 37, 778, 18, 3766, 1313]"
"[2067, 1, 1152, 2, 210, 4, 2, 1650, 13, 15]","[23, 37, 73, 32, 26, 355, 3, 497, 2, 320]"
"[1933, 1, 14, 2230, 1, 41, 1, 4, 142, 1345]","[1, 4971, 9065, 1, 20, 2476, 1, 6, 6496, 2597]"
"[53, 23, 82, 37, 546, 18, 150, 4, 2, 366]","[378, 5785, 1545, 4017, 23, 37, 380, 11, 75, 2663]"
"[1, 1, 1577, 12, 11, 299, 653, 659, 17, 1]","[1, 41, 22, 341, 11, 2, 1, 4, 1, 1]"
"[9, 53, 3, 1464, 48, 2, 497, 4, 253, 46]","[53, 23, 1830, 2, 570, 36, 32, 292, 48, 15]"
"[5, 619, 956, 1182, 6645, 117, 2, 845, 4, 7334]","[5, 1915, 47, 4, 456, 6726, 61, 219, 937, 163]"
"[7, 2, 1, 777, 1, 1, 1, 1, 6, 1]","[2, 1334, 782, 1, 1, 1, 1, 1, 6, 1]"
"[3809, 4162, 6, 69, 60, 1511, 1351, 21, 2768, 1]","[5147, 1, 42, 78, 1, 42, 7247, 1, 6, 3048]"
"[506, 34, 1243, 27, 407, 3, 1874, 27, 900, 3000]","[52, 3, 99, 1, 886, 503, 5918, 1, 1, 299]"
"[2, 512, 4, 2484, 1, 4, 80, 21, 7007, 6029]","[253, 20, 1436, 6, 185, 65, 1618, 38, 6674, 634]"
"[9, 622, 8, 1, 6025, 6, 1379, 7, 774, 995]","[8, 2, 240, 12, 970, 6, 41, 4441, 1411, 605]"
"[10, 3990, 15, 106, 53, 7, 2, 473, 27, 9004]","[695, 3686, 790, 540, 23, 1074, 2, 1288, 1037, 2918]"
"[30, 422, 9, 1, 78, 29, 22, 1226, 9, 893]","[514, 147, 1136, 58, 1862, 55, 10, 5, 2382, 672]"
"[2, 1346, 275, 3, 281, 50, 47, 157, 3, 1]","[487, 2835, 4532, 6, 2181, 1, 1048, 9, 5, 187]"
"[86, 1341, 553, 9, 45, 38, 43, 22, 3436, 4685]","[54, 10, 5, 4039, 5095, 7, 19, 5119, 4, 9298]"
"[3, 28, 207, 21, 2705, 6, 6237, 8260, 21, 8298]","[862, 1083, 1857, 514, 1335, 2, 1199, 105, 9554, 482]"
"[87, 2833, 20, 46, 7, 2, 2661, 4, 5, 3391]","[2072, 1, 1315, 2, 271, 8225, 769, 4, 2, 114]"
"[189, 122, 23, 5, 1047, 3, 448, 21, 19, 3888]","[2, 8555, 6, 380, 15, 9076, 17, 5, 1209, 1779]"
"[3358, 137, 15, 1, 10, 87, 616, 11, 744, 429]","[2710, 6, 6089, 5395, 2096, 29, 1576, 6722, 24, 2941]"
"[821, 56, 665, 6195, 4, 2, 59, 357, 653, 1012]","[241, 1473, 7, 5, 644, 3846, 17, 3899, 1185, 1]"
"[98, 8, 996, 685, 6, 79, 760, 68, 28, 761]","[1198, 47, 854, 246, 1008, 7, 415, 61, 650, 1242]"
"[1228, 9897, 648, 14, 8537, 104, 19, 64, 17, 4785]","[9, 8380, 3, 497, 2, 320, 13, 1059, 7, 1532]"
"[3094, 47, 2353, 1, 165, 3034, 1304, 9, 425, 1]","[106, 4, 712, 4, 1269, 238, 812, 7622, 7, 223]"
"[2, 179, 2367, 190, 3, 7164, 457, 4081, 1, 1737]","[12, 1820, 1, 1050, 1950, 20, 1011, 14, 4369, 1]"
"[11, 49, 3, 2358, 9, 80, 18, 125, 18, 2402]","[3, 887, 9, 5168, 38, 970, 1, 1, 1, 1]"
"[4192, 6, 1893, 504, 947, 3, 5, 180, 963, 3585]","[1, 49, 4, 2, 102, 373, 7, 2, 176, 3697]"
"[10, 518, 20, 7321, 7, 1613, 7, 1384, 3, 1]","[4, 677, 9, 5, 1, 1832, 84, 7, 5, 1796]"
"[1985, 38, 27, 29, 686, 4359, 904, 11, 28, 1413]","[2261, 10, 1, 17, 125, 1, 7, 9846, 190, 6297]"
"[782, 2770, 11, 83, 350, 9, 2, 1566, 167, 84]","[2, 663, 1580, 1999, 1492, 3, 664, 2052, 26, 6852]"
"[3, 109, 6, 8, 12, 83, 410, 36, 70, 224]","[15, 10, 3053, 6, 8, 35, 154, 23, 1905, 50]"
"[47, 3256, 1, 49, 57, 132, 56, 2, 1, 203]","[1963, 2816, 4, 52, 23, 37, 1524, 39, 7209, 581]"
"[9, 2187, 163, 105, 163, 6, 163, 48, 2, 1002]","[1037, 17, 2, 8411, 634, 149, 5, 1, 1083, 2081]"
"[1171, 7, 1902, 34, 35, 37, 418, 5, 217, 64]","[61, 219, 7, 2, 423, 36, 1, 11, 39, 2616]"
"[2, 950, 4672, 9630, 7, 1, 1803, 3199, 7, 1]","[62, 3, 5683, 9, 2, 74, 63, 7, 19, 143]"
"[24, 5, 691, 26, 7, 28, 1, 2882, 34, 515]","[1177, 364, 66, 3132, 8, 32, 70, 816, 2102, 76]"
"[583, 213, 69, 5, 266, 81, 2, 1103, 202, 1]","[5, 141, 53, 30, 23, 37, 1285, 2, 211, 1]"
"[359, 10, 2584, 20, 2, 458, 551, 180, 5511, 280]","[2434, 3, 1, 120, 513, 1, 64, 5, 3990, 2553]"
"[729, 75, 147, 66, 49, 145, 7, 2, 904, 1334]","[1909, 1, 2055, 6, 78, 2163, 8, 67, 5, 3677]"
"[265, 48, 16, 1066, 1, 1, 1137, 3, 28, 207]","[545, 2, 1479, 41, 1, 2, 139, 3, 99, 1513]"
"[197, 18, 1436, 23, 848, 1130, 50, 11, 2, 1360]","[1445, 2, 114, 45, 13, 6492, 5892, 65, 5, 869]"
"[182, 3, 281, 706, 4060, 2124, 1, 11, 39, 713]","[9315, 1251, 13, 9879, 13, 77, 828, 2, 6352, 98]"
"[738, 567, 1, 661, 292, 5, 115, 3, 4175, 290]","[1, 2327, 970, 741, 969, 4253, 14, 5, 1574, 575]"
"[1985, 38, 27, 1303, 3, 1867, 904, 9, 672, 1669]","[370, 6, 111, 6, 37, 9467, 2300, 17, 2, 634]"
"[10, 9235, 3, 2, 53, 21, 1471, 13, 540, 967]","[1471, 291, 6, 4490, 24, 37, 1708, 9, 631, 180]"
"[2, 3729, 1, 14, 2, 1, 4606, 9, 4946, 429]","[50, 3, 1, 5, 84, 131, 31, 717, 2259, 265]"
"[81, 333, 987, 4, 2, 74, 166, 14, 7415, 1276]","[96, 22, 7, 2336, 4, 5137, 6730, 1165, 7, 1603]"
"[253, 76, 49, 281, 5, 130, 3, 121, 16, 144]","[1, 1454, 11, 2, 770, 4, 106, 1485, 294, 1]"
"[11, 19, 985, 1845, 51, 22, 155, 3, 1, 4177]","[1274, 9333, 10, 31, 1, 25, 13, 12, 31, 4889]"
"[99, 21, 39, 463, 91, 1708, 20, 2774, 11, 337]","[62, 13, 41, 30, 22, 3106, 2717, 7, 2, 689]"
"[103, 16, 530, 41, 103, 16, 10, 293, 3, 998]","[24, 381, 31, 113, 1418, 238, 5, 615, 1560, 1017]"
"[981, 1151, 102, 16, 3, 59, 335, 1525, 7959, 779]","[319, 82, 37, 630, 14, 1, 14, 5, 691, 1235]"
"[2707, 3520, 3, 281, 50, 47, 48, 2, 1, 173]","[316, 3, 1287, 104, 5921, 5, 333, 9, 126, 3537]"
"[1, 558, 2, 531, 361, 1445, 17, 898, 1038, 230]","[154, 22, 393, 3, 284, 2, 6808, 30, 2, 1981]"
"[458, 1, 43, 447, 11, 1578, 541, 2296, 17, 1]","[3, 541, 115, 21, 445, 68, 27, 166, 3, 92]"
"[1584, 1, 2, 192, 1955, 1538, 11, 511, 6, 494]","[5, 1, 6802, 65, 2, 2029, 2145, 4, 88, 4284]"
"[4082, 27, 4044, 119, 4, 1228, 1, 6, 1, 1]","[921, 271, 407, 1548, 4189, 4, 1228, 506, 32, 3651]"
"[3386, 548, 3, 182, 988, 3072, 7327, 127, 2, 245]","[5, 1515, 3, 996, 4199, 6, 2938, 2, 283, 1018]"
"[16, 12, 352, 21, 450, 16, 15, 7, 5, 4082]","[1901, 9805, 52, 7, 540, 23, 9082, 3518, 3243, 4825]"
"[11, 3, 1357, 4379, 978, 6, 2084, 2084, 9, 8522]","[37, 4515, 98, 3, 2, 240, 31, 7985, 24, 779]"
"[2, 169, 48, 1, 20, 313, 5, 1, 4263, 224]","[11, 39, 2331, 433, 256, 6733, 838, 325, 3, 3726]"
"[24, 186, 3, 1, 69, 5, 259, 73, 222, 528]","[17, 5, 63, 45, 2, 1042, 1, 1469, 3021, 1614]"
"[5226, 4, 2, 1, 1, 889, 6, 30, 1309, 505]","[24, 103, 953, 4, 931, 7850, 21, 3642, 3, 3572]"
"[13, 43, 22, 30, 1885, 7770, 7, 113, 5, 1]","[176, 12, 2532, 20, 3119, 1, 6, 1473, 1679, 1]"
"[270, 5307, 17, 91, 3, 3042, 146, 11, 453, 679]","[39, 1636, 9, 5, 744, 1328, 7, 721, 28, 161]"
"[78, 4995, 450, 861, 3, 1, 2, 1342, 3032, 2761]","[76, 444, 3, 2274, 20, 4927, 212, 389, 20, 5237]"
"[99, 67, 31, 2280, 18, 933, 29, 1, 3, 119]","[5, 1040, 22, 1, 3, 351, 2061, 470, 35, 83]"
"[2657, 885, 7244, 14, 5, 1992, 497, 4, 6316, 684]","[1, 5477, 10, 5, 1, 34, 2510, 9, 19, 183]"
"[12, 11, 378, 60, 17, 1, 4471, 11, 1006, 583]","[1, 5, 726, 6552, 4, 1, 6256, 48, 2, 3574]"
"[46, 36, 15, 1066, 2862, 231, 1137, 3, 28, 207]","[10, 1, 492, 682, 1394, 2, 4841, 1795, 1, 83]"
"[16, 10, 848, 46, 4, 19, 47, 1, 434, 1]","[1177, 4800, 6, 16, 2154, 51, 66, 159, 3, 461]"
"[4264, 6, 2377, 2650, 708, 7, 2, 146, 3, 8587]","[731, 6, 4407, 16, 44, 268, 34, 2429, 2, 7799]"
"[14, 1273, 1, 17, 2, 71, 105, 405, 7, 679]","[443, 7, 744, 46, 103, 31, 5176, 1321, 3, 1239]"
"[48, 946, 31, 3376, 257, 180, 45, 12, 1430, 2887]","[7658, 3449, 5, 1, 785, 8383, 4, 31, 1, 8127]"
"[19, 2042, 741, 148, 2, 602, 4, 677, 1, 1756]","[11, 13, 24, 364, 6, 1473, 6, 489, 2474, 6425]"
"[55, 46, 115, 49, 51, 29, 218, 16, 309, 65]","[2, 5241, 24, 911, 193, 50, 57, 1397, 7110, 168]"
"[1011, 4, 2, 723, 531, 261, 20, 2, 273, 680]","[2706, 3, 2142, 131, 878, 3, 2, 922, 1496, 437]"
"[136, 5, 267, 17, 1, 212, 211, 2200, 7, 624]","[74, 294, 8029, 3, 368, 11, 2, 279, 621, 819]"
"[6, 457, 3696, 3, 2552, 119, 1009, 6, 3289, 55]","[3900, 3, 1, 1130, 59, 1138, 5128, 91, 4294, 2931]"
"[3124, 2197, 4, 1, 9, 1550, 6, 1, 6, 1]","[5, 1030, 1342, 9, 889, 1724, 2475, 11, 19, 967]"
"[23, 2, 110, 1005, 1526, 2113, 3, 3255, 39, 9337]","[33, 30, 127, 2758, 9, 7601, 16, 872, 4, 1917]"
"[39, 2113, 118, 2, 1783, 1, 4, 1, 767, 1603]","[2649, 4, 1, 2206, 47, 61, 67, 2992, 1446, 2198]"
"[4787, 20, 196, 758, 1732, 68, 2, 245, 8995, 15]","[193, 3, 22, 2, 1, 11, 602, 144, 3, 8377]"
"[5, 837, 1, 80, 4, 2, 551, 4127, 7, 191]","[64, 2, 279, 4669, 4, 79, 4, 43, 824, 402]"
"[6, 4031, 48, 2, 3500, 4, 519, 559, 13, 15]","[4, 2, 1632, 1, 781, 64, 761, 4, 883, 180]"
"[3, 1619, 344, 2345, 2375, 7, 2197, 4, 1403, 2601]","[1740, 5, 1058, 1796, 64, 2, 171, 4, 1009, 1]"
"[1045, 104, 5, 1262, 3, 1145, 7, 5655, 14, 1825]","[3351, 83, 13, 841, 5, 1, 3971, 386, 98, 104]"
"[8723, 1148, 7, 1, 16, 1043, 9, 1, 7, 1613]","[61, 1, 9, 1471, 6930, 2344, 4051, 9, 2, 1]"
"[26, 25, 242, 145, 1436, 22, 293, 3, 2535, 16]","[2, 1065, 3303, 58, 1345, 22, 205, 3012, 1601, 1]"
"[5891, 16, 12, 407, 2, 5080, 94, 4423, 255, 1]","[16, 2, 278, 3335, 10, 1106, 685, 14, 43, 6034]"
"[1, 1, 1, 6, 1, 1, 1137, 3, 28, 207]","[116, 2, 385, 949, 8, 13, 8067, 478, 12, 6070]"
"[2, 94, 1386, 92, 2689, 6037, 1, 107, 3388, 1288]","[5, 3800, 379, 17, 2, 1, 3883, 11, 375, 189]"
"[1, 937, 17, 2, 4812, 3063, 649, 11, 653, 756]","[295, 1, 1, 606, 41, 1568, 11, 310, 598, 897]"
"[6, 347, 26, 33, 70, 32, 78, 29, 136, 68]","[33, 1321, 3, 2190, 5, 7368, 4, 39, 9625, 2610]"
"[26, 140, 1, 666, 7, 2, 9955, 807, 1705, 4389]","[2, 1078, 13, 24, 524, 6, 1015, 19, 1246, 4270]"
"[7, 259, 3463, 926, 4828, 2, 721, 111, 2, 1041]","[3, 2008, 2135, 2514, 7754, 1, 6, 3361, 5916, 1]"
"[3, 671, 73, 7, 561, 11, 697, 4, 277, 591]","[376, 20, 2, 1615, 3440, 5, 525, 8663, 9, 4352]"
"[20, 2, 1914, 7, 1, 326, 6, 755, 1087, 3867]","[3026, 1656, 124, 191, 21, 673, 5111, 1783, 691, 1]"
"[7, 1953, 44, 13, 10, 668, 9, 2, 1133, 2774]","[7932, 2583, 1, 1, 630, 14, 3097, 3, 2494, 1075]"
"[712, 27, 733, 971, 1, 1692, 9, 2, 4091, 1]","[948, 441, 1448, 7, 5, 1796, 77, 99, 346, 707]"
"[1, 2270, 8591, 20, 2768, 1056, 1229, 20, 1, 9089]","[18, 35, 489, 28, 72, 1, 2383, 9, 1770, 7635]"
"[1184, 2264, 1, 3502, 2, 2137, 18, 5477, 6, 1]","[1, 2755, 2065, 18, 5, 2966, 114, 9, 294, 663]"
"[48, 5674, 3733, 4, 7424, 2, 440, 4, 2, 1526]","[1, 4856, 10, 2817, 7, 2053, 1369, 3, 741, 969]"
"[510, 1369, 1160, 12, 787, 3, 2515, 56, 1729, 4095]","[23, 3, 2078, 3727, 5712, 1534, 5349, 3538, 24, 643]"
"[16, 43, 4827, 2, 5726, 9, 5, 761, 4, 64]","[16, 1098, 1792, 4919, 21, 2, 293, 4, 3024, 5751]"
"[1, 56, 169, 923, 7, 3536, 4, 5, 1, 728]","[2546, 189, 49, 7, 6577, 14, 1991, 832, 1, 1]"
"[3092, 5, 131, 795, 26, 1, 1, 12, 991, 4381]","[3413, 8667, 5, 384, 21, 39, 566, 14, 7771, 8318]"
"[1736, 7, 5, 1251, 1617, 6401, 2813, 510, 4, 5909]","[86, 1905, 7, 5885, 1413, 10, 9076, 20, 19, 4058]"
"[4, 47, 61, 7064, 984, 6, 654, 4723, 7218, 1449]","[3738, 504, 2922, 5, 1092, 6984, 6, 5733, 1, 5216]"
"[12, 1783, 7, 5, 105, 1795, 2, 1, 4, 2210]","[19, 5036, 1, 2, 129, 9, 2, 946, 550, 1633]"
"[1361, 40, 19, 8719, 14, 6114, 7, 2, 179, 338]","[210, 3, 632, 2, 517, 4116, 4, 7859, 1349, 1551]"
"[17, 2, 605, 4, 2, 149, 34, 2974, 31, 356]","[5866, 8451, 1, 4, 3660, 281, 2296, 21, 19, 89]"
"[5, 3750, 1, 5558, 1793, 717, 7, 48, 743, 237]","[2, 1, 1, 1832, 4169, 1297, 95, 31, 1378, 5394]"
"[9, 7599, 778, 245, 6, 9, 2, 1, 480, 2505]","[1, 45, 1, 476, 489, 2, 5205, 373, 7, 8295]"
"[583, 860, 7, 5, 5203, 270, 2932, 14, 1, 7345]","[1, 6, 54, 36, 2787, 9221, 17, 4898, 6, 1]"
"[1650, 4, 958, 1644, 3225, 21, 306, 292, 3, 453]","[339, 217, 98, 3, 2, 157, 6, 253, 478, 452]"
"[39, 799, 300, 519, 89, 725, 12, 5, 834, 1340]","[267, 952, 116, 298, 10, 1574, 1, 430, 9, 2642]"
"[1900, 20, 2446, 3252, 3179, 256, 104, 2, 1883, 405]","[127, 1, 3111, 20, 6026, 5, 1, 11, 19, 3747]"
"[1344, 7, 28, 650, 27, 4044, 119, 4, 6396, 1]","[1, 79, 1162, 172, 3140, 11, 1, 693, 1, 1]"
"[2158, 18, 125, 13, 15, 1, 669, 926, 9, 797]","[2097, 44, 77, 692, 880, 1769, 61, 5, 979, 3124]"
"[88, 149, 41, 287, 34, 24, 700, 274, 4, 1206]","[251, 38, 1773, 4367, 3866, 60, 1201, 260, 112, 1719]"
"[32, 15, 7, 2961, 1, 1, 1137, 3, 28, 207]","[808, 5, 268, 7, 19, 1, 874, 572, 7, 96]"
"[1573, 25, 3601, 58, 36, 8378, 156, 9, 308, 3511]","[1083, 6, 1708, 9, 60, 72, 17, 4898, 1460, 136]"
"[415, 21, 1176, 1522, 7, 96, 6, 679, 28, 84]","[7, 2, 453, 2144, 3343, 209, 72, 4, 1, 1244]"
"[607, 13, 78, 2121, 463, 4921, 4737, 7, 46, 157]","[4971, 4903, 2, 5984, 1352, 1146, 4903, 81, 13, 2861]"
"[6, 5977, 7018, 4021, 3, 6317, 7, 2, 74, 191]","[7, 460, 72, 2433, 30, 3, 146, 49, 4, 280]"
"[1390, 4, 825, 1, 1, 9257, 3476, 3, 59, 5584]","[1269, 4, 88, 1, 183, 3088, 14, 56, 4, 76]"
"[6, 2328, 1557, 220, 1105, 1646, 6, 1276, 11, 337]","[0, 0, 1131, 326, 200, 6, 5211, 3, 213, 1608]"
"[19, 2737, 310, 5, 108, 1, 235, 55, 514, 15]","[2, 146, 4, 1009, 3275, 1, 6062, 29, 2001, 83]"
"[1, 102, 3, 267, 85, 1411, 7, 2, 2907, 5237]","[1, 535, 11, 308, 24, 37, 1, 75, 23, 16]"
"[1510, 19, 59, 256, 157, 50, 4, 2, 5203, 270]","[7, 797, 1, 3878, 12, 325, 3, 2705, 21, 1]"
"[68, 75, 38, 529, 332, 441, 2, 1088, 1, 640]","[2402, 6, 2090, 2, 76, 3, 201, 5, 714, 1]"
"[1731, 2860, 2, 605, 12, 489, 3, 71, 107, 308]","[3, 67, 101, 306, 419, 1247, 4126, 77, 137, 170]"
"[6075, 431, 1305, 140, 7, 561, 236, 4226, 58, 1350]","[49, 436, 1217, 143, 7, 535, 237, 3887, 59, 1308]"
"[1, 1, 11, 2, 758, 26, 178, 969, 421, 1052]","[32, 5750, 6343, 9, 2, 415, 3421, 373, 7, 890]"
"[235, 6, 566, 38, 43, 1, 604, 2, 120, 15]","[4, 1, 1, 1905, 234, 192, 390, 2918, 122, 1]"
"[23, 777, 3688, 3491, 7292, 2082, 1754, 6, 1, 9663]","[1730, 765, 3048, 78, 2407, 679, 1, 1, 1, 9104]"
"[526, 38, 23, 1, 26, 38, 1, 17, 2, 210]","[7, 1, 1, 74, 192, 5236, 207, 11, 302, 9780]"
"[38, 1051, 7323, 4338, 2, 269, 15, 7, 5, 243]","[16, 376, 3, 1654, 31, 97, 2881, 1219, 3, 171]"
"[7678, 4997, 1, 3590, 2666, 6825, 6, 2469, 3061, 5802]","[9527, 20, 5, 7450, 7846, 1, 6, 58, 371, 1]"
"[1, 3867, 113, 18, 46, 8, 1081, 636, 109, 2278]","[2178, 1, 18, 15, 2514, 965, 1, 6, 377, 1]"
"[1926, 6, 228, 21, 1441, 1, 3640, 4, 4457, 1845]","[2, 557, 4, 1, 4482, 1, 3, 346, 1372, 3402]"
"[75, 3, 1936, 80, 20, 4533, 2, 204, 4, 3814]","[708, 1, 11, 2, 900, 3007, 21, 2, 1541, 3066]"
